operatingSystemServicePack|logonCount|cn|description|dNSHostName|whenChanged|lastLogon|whenCreated|operatingSystemVersion|displayname|operatingSystem|name
|0|MOREVS2012||MOREVS2012.eastnets.com|2013-02-06T18:17:24.000000000|2012-11-18 12:08:12|2012-11-18T11:38:36.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|MOREVS2012
Service Pack 1|26|ENAMACC008|Rasha Qasem|ENAMACC008.eastnets.com|2013-08-12T05:51:16.000000000|2013-03-27 14:48:05|2012-11-20T11:16:38.000000000|6.1 (7601)||Windows 7 Professional|ENAMACC008
Service Pack 1||DZOVI
CNF:fe3c7062-0e17-4f5d-b05a-24c69af93faf||DZOVI.eastnets.com|2012-11-21T09:52:14.000000000||2012-11-21T08:47:05.000000000|6.1 (7601)||Windows 7 Enterprise|DZOVI
CNF:fe3c7062-0e17-4f5d-b05a-24c69af93faf
Service Pack 1|262|ENDXB-MRABAINO||ENDXB-MRABAINO.eastnets.com|2013-08-14T06:09:28.000000000|2013-08-18 12:52:23|2012-11-25T08:50:54.000000000|6.1 (7601)||Windows 7 Enterprise|ENDXB-MRABAINO
||BRUSSELS1-DAG|Failover cluster virtual network name account||2012-11-26T07:42:55.000000000||2012-11-26T07:32:35.000000000||||BRUSSELS1-DAG
|8|BRUSSESL1-DAG|Failover cluster virtual network name account|Brussesl1-Dag.eastnets.com|2013-02-11T15:41:39.000000000|2013-01-25 02:16:51|2012-11-26T11:13:44.000000000||||BRUSSESL1-DAG
|77|UAEFTSLIVE||UAEFTSLIVE.eastnets.com|2013-08-15T06:39:44.000000000|2013-03-29 19:20:31|2012-11-27T09:15:12.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|UAEFTSLIVE
Service Pack 1||ENBDZOVI||ENBDZOVI.eastnets.com|2013-08-19T05:24:38.000000000||2012-11-30T12:28:02.000000000|6.1 (7601)||Windows 7 Enterprise|ENBDZOVI
Service Pack 1||TFSEPM||TFSEPM.eastnets.com|2013-07-12T23:34:46.000000000||2012-12-02T14:16:00.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|TFSEPM
Service Pack 1|78|ENTFS2012||ENTFS2012.eastnets.com|2013-08-11T08:34:22.000000000|2013-03-29 21:47:12|2012-12-03T05:49:49.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENTFS2012
|216|ENDUBAI001||enDubai001.eastnets.com|2013-08-12T05:34:21.000000000|2013-08-15 04:55:49|2012-12-03T07:37:55.000000000|6.2 (9200)||Windows 8 Enterprise|ENDUBAI001
Service Pack 2||ENEOGOMALAP||ENEOgomalap.eastnets.com|2013-08-04T09:21:28.000000000||2012-12-03T10:44:00.000000000|5.1 (2600)||Windows XP Professional|ENEOGOMALAP
|155|CPLVM||CPLVM.eastnets.com|2013-08-15T11:24:40.000000000|2013-08-17 03:14:25|2012-12-04T09:45:19.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|CPLVM
|52|SQLREP||SQLREP.eastnets.com|2013-03-19T09:48:55.000000000|2013-02-11 06:16:24|2012-12-04T09:47:59.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|SQLREP
Service Pack 1||ENAMDEV069||ENAMDEV069.eastnets.com|2013-08-14T10:34:23.000000000||2012-12-05T07:14:22.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV069
|3|ENAMWIN8||ENAMWIN8.eastnets.com|2012-12-06T08:58:39.000000000|2012-12-06 07:38:43|2012-12-06T07:20:05.000000000|6.2 (9200)||Windows 8 Enterprise|ENAMWIN8
||CPLDEV||CPLDEV.eastnets.com|2013-04-29T07:06:49.000000000||2012-12-09T08:20:02.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|CPLDEV
||ENAMIT004||ENAMIT004.eastnets.com|2012-12-20T13:29:35.000000000||2012-12-09T12:20:08.000000000|6.2 (9200)||Windows 8 Enterprise|ENAMIT004
||WMQVM||WMQVM.eastnets.com|2013-08-07T11:49:28.000000000||2012-12-12T08:39:27.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|WMQVM
Service Pack 1|39|ENAMQA032|Ehab Younes|ENAMQA032.eastnets.com|2013-08-14T11:36:16.000000000|2013-03-28 13:46:34|2012-12-17T08:00:17.000000000|6.1 (7601)||Windows 7 Professional|ENAMQA032
Service Pack 1|3|ENAMSW065|Ayman Abuhejleh|ENAMSW065.eastnets.com|2013-08-12T05:19:21.000000000|2013-03-18 08:55:38|2012-12-18T12:37:53.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW065
Service Pack 1|34|ENAMSW066|Ala'aAdeen Salameh|ENAMSW066.eastnets.com|2013-08-12T07:06:16.000000000|2013-03-28 14:07:56|2012-12-23T07:39:29.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW066
Service Pack 1|47|ENAMDEV119|Lara Atalah|ENAMDEV119.eastnets.com|2013-08-18T04:49:16.000000000|2013-03-25 11:38:50|2012-12-24T08:49:10.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV119
Service Pack 1||ENAMHYPER01||ENAMHYPER01.eastnets.com|2013-08-18T21:04:16.000000000||2012-12-24T16:40:20.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMHYPER01
Service Pack 1||ENAMHYPER02||ENAMHYPER02.eastnets.com|2013-08-17T19:49:19.000000000||2012-12-24T16:45:03.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMHYPER02
Service Pack 1|0|ENAMMDEV||ENAMMDEV.eastnets.com|2012-12-31T12:27:45.000000000|2012-12-31 12:25:46|2012-12-27T09:11:35.000000000|6.1 (7601)||Windows 7 Professional|ENAMMDEV
Service Pack 1|37|ENAMIT005|Alaa Abo AL_Sondos|ENAMIT005.eastnets.com|2013-08-18T07:04:19.000000000|2013-03-27 04:42:35|2012-12-27T13:18:25.000000000|6.1 (7601)||Windows 7 Professional|ENAMIT005
Service Pack 1||ENAMVCAS01||ENAMVCAS01.eastnets.com|2013-08-19T07:19:15.000000000||2012-12-30T10:32:13.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMVCAS01
Service Pack 1||ENAMVHUB01||ENAMVHUB01.eastnets.com|2013-08-18T20:09:39.000000000||2012-12-30T14:02:40.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMVHUB01
Service Pack 1||ENAMVCAS02||ENAMVCAS02.eastnets.com|2013-08-18T16:20:49.000000000||2012-12-30T20:25:34.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMVCAS02
Service Pack 1||ENAMVHUB02||ENAMVHUB02.eastnets.com|2013-08-18T17:34:16.000000000||2012-12-30T20:41:13.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMVHUB02
Service Pack 1|55|ENAMDDEV|DR.Saed Abu_Alshar|ENAMDDEV.eastnets.com|2013-08-12T06:36:37.000000000|2013-06-12 14:05:42|2012-12-31T13:07:33.000000000|6.1 (7601)||Windows 7 Professional|ENAMDDEV
Service Pack 1||ENAMVMAIL01||ENAMVMAIL01.eastnets.com|2013-08-19T05:34:15.000000000||2012-12-31T14:01:06.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMVMAIL01
Service Pack 1||ENAMVMAIL02||ENAMVMAIL02.eastnets.com|2013-08-09T20:34:24.000000000||2012-12-31T14:13:43.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMVMAIL02
Service Pack 1|37|TFSTEST2012||TFSTEST2012.eastnets.com|2013-03-14T08:01:22.000000000|2013-02-27 10:32:19|2013-01-03T11:29:31.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|TFSTEST2012
Service Pack 1|18|ENAMDEV057|Mohammad ALQasas|ENAMDEV057.eastnets.com|2013-08-14T09:51:14.000000000|2013-03-28 15:56:32|2013-01-06T09:30:57.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV057
Service Pack 2|2|TFS2008MIG||tfs2008mig.eastnets.com|2013-02-11T09:08:28.000000000|2013-01-06 14:35:55|2013-01-06T12:42:44.000000000|6.0 (6002)||Windows Server® 2008 Enterprise|TFS2008MIG
|156|ENDXBARD||ENDXBARD.eastnets.com|2013-05-15T04:55:24.000000000|2013-05-15 09:09:12|2013-01-08T08:04:59.000000000|6.2 (9200)||Windows 8 Enterprise|ENDXBARD
Service Pack 1|30|ENAMDEV089|AbdulGhaffar  Nizar|ENAMDEV089.eastnets.com|2013-08-11T11:54:38.000000000|2013-03-18 06:13:53|2013-01-08T12:58:09.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV089
Service Pack 1|9|ENAMITOMAR||ENAMITOMAR.eastnets.com|2013-08-12T08:24:31.000000000|2013-03-30 12:57:43|2013-01-14T13:37:47.000000000|6.1 (7601)||Windows 7 Professional|ENAMITOMAR
Service Pack 1||ENAMDEV097||ENAMDEV097.eastnets.com|2013-08-18T06:35:50.000000000||2013-01-15T09:02:18.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV097
Service Pack 1||ENAMCRM01||ENAMCRM01.eastnets.com|2013-08-15T23:04:20.000000000||2013-01-15T11:42:14.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMCRM01
Service Pack 1||ENAMDEV120||enamdev120.eastnets.com|2013-04-17T07:12:27.000000000||2013-01-17T08:06:36.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV120
||AMMAN1-DAG|Failover cluster virtual network name account|Amman1-dag.eastnets.com|2013-08-18T13:09:39.000000000||2013-01-24T15:14:54.000000000||||AMMAN1-DAG
||SWIFT2008VM||SWIFT2008VM.eastnets.com|2013-01-29T12:02:29.000000000||2013-01-29T09:39:04.000000000|6.1 (7600)||Windows Server 2008 R2 Standard|SWIFT2008VM
|117|CPLDEMO||CPLDEMO.eastnets.com|2013-08-18T19:06:12.000000000|2013-08-17 04:14:21|2013-01-29T14:43:22.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|CPLDEMO
||ENBETEST01||ENBETEST01.eastnets.com|2013-08-15T02:36:14.000000000||2013-01-30T10:37:31.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENBETEST01
Service Pack 1||TFS2008NEW||tfs2008new.eastnets.com|2013-01-30T13:02:26.000000000||2013-01-30T12:40:29.000000000|5.2 (3790)||Windows Server 2003|TFS2008NEW
Service Pack 2|3|WSS_2008||WSS_2008.eastnets.com|2013-02-03T07:02:39.000000000|2013-01-31 09:53:11|2013-01-31T09:48:45.000000000|5.2 (3790)||Windows Server 2003|WSS_2008
Service Pack 2|97|WSS2008||WSS2008.eastnets.com|2013-03-12T20:48:57.000000000|2013-03-03 07:24:02|2013-02-03T08:20:36.000000000|5.2 (3790)||Windows Server 2003|WSS2008
|166|OSAIED2-PC||OSAIED2-PC.eastnets.com|2013-08-04T05:04:28.000000000|2013-06-18 09:15:11|2013-02-04T12:59:50.000000000|6.2 (9200)||Windows 8 Enterprise|OSAIED2-PC
Service Pack 1||ENEULUX01||ENEULUX01.eastnets.com|2013-02-12T09:25:27.000000000||2013-02-06T17:12:10.000000000|6.1 (7601)||Windows 7 Professional|ENEULUX01
Service Pack 2||USER-7UZETGZ0UZ|||2013-02-11T07:55:29.000000000||2013-02-11T07:31:46.000000000|5.2 (3790)||Windows Server 2003|USER-7UZETGZ0UZ
Service Pack 1|18|ENAMSW033|Saleh Bani Khalaf|ENAMSW033.eastnets.com|2013-08-12T05:34:21.000000000|2013-03-28 14:13:10|2013-02-11T11:52:18.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW033
|0|PROFILINGBOJ||PROFILINGBOJ.eastnets.com|2013-05-17T16:03:59.000000000|2013-03-30 17:27:48|2013-02-13T11:52:34.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|PROFILINGBOJ
Service Pack 1||ENEULDELCROIX||ENEULDELCROIX.eastnets.com|2013-07-25T12:04:37.000000000||2013-02-15T13:23:54.000000000|6.1 (7601)||Windows 7 Enterprise|ENEULDELCROIX
Service Pack 1|2|ENEUAKUMAR||ENEUAKUMAR.eastnets.com|2013-08-15T16:21:42.000000000|2013-05-16 07:33:16|2013-02-18T10:27:00.000000000|6.1 (7601)||Windows 7 Enterprise|ENEUAKUMAR
Service Pack 1|9|ENAMPDM007|Tariq Assaf|ENAMPDM007.eastnets.com|2013-08-14T11:21:16.000000000|2013-03-26 11:55:27|2013-02-19T11:15:29.000000000|6.1 (7601)||Windows 7 Professional|ENAMPDM007
Service Pack 1|20|ENAMMDEV01|Waddah Abu-hegleh|ENAMMDEV01.eastnets.com|2013-08-18T06:21:13.000000000|2013-03-28 15:44:53|2013-02-25T12:05:40.000000000|6.1 (7601)||Windows 7 Professional|ENAMMDEV01
|8|ENDXB-||ENDXB-.eastnets.com|2013-02-27T06:32:07.000000000|2013-02-27 11:58:58|2013-02-26T12:39:26.000000000|6.1 (7600)||Windows 7 Enterprise|ENDXB-
Service Pack 1|9|TFSTEST2010||TFSTEST2010.eastnets.com|2013-04-15T06:10:15.000000000|2013-03-07 08:17:25|2013-03-05T09:58:21.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|TFSTEST2010
Service Pack 2||TFSAMMANTEST||tfsammanTest.eastnets.com|2013-03-10T11:31:25.000000000||2013-03-10T10:09:52.000000000|5.2 (3790)||Windows Server 2003|TFSAMMANTEST
Service Pack 1|9|ENAMSALE011|Rami Anabtawi|ENAMSALE011.eastnets.com|2013-08-16T07:49:18.000000000|2013-03-28 13:47:08|2013-03-13T08:34:48.000000000|6.1 (7601)||Windows 7 Professional|ENAMSALE011
Service Pack 1||ENAMPDM012|Hassan Hijazin|ENAMPDM012.eastnets.com|2013-08-18T07:39:38.000000000||2013-03-14T10:32:47.000000000|6.1 (7601)||Windows 7 Professional|ENAMPDM012
Service Pack 2||AMARAYAN||AMarayan.eastnets.com|2013-03-25T19:27:36.000000000||2013-03-18T12:13:26.000000000|5.1 (2600)||Windows XP Professional|AMARAYAN
Service Pack 1|3|ENAMHRMGR|Mohammad Chabti|ENAMHRMGR.eastnets.com|2013-07-08T13:49:51.000000000|2013-03-30 16:01:53|2013-03-20T12:12:08.000000000|6.1 (7601)||Windows 7 Professional|ENAMHRMGR
||ENEDEVHASANEN||enedevhasanen.eastnets.com|2013-08-18T14:21:12.000000000||2013-03-20T12:36:12.000000000|6.1 (7600)||Windows 7 Enterprise|ENEDEVHASANEN
Service Pack 2|10|ENDXBDC001||ENDXBDC001.eastnets.com|2013-08-16T00:54:38.000000000|2013-03-28 09:39:48|2013-03-28T07:36:29.000000000|5.2 (3790)||Windows Server 2003|ENDXBDC001
||ORA322||ORA322.eastnets.com|2013-04-19T00:25:13.000000000||2013-03-28T14:47:47.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ORA322
Service Pack 1|0|ENBODENIS||ENBODENIS.eastnets.com|2013-08-19T08:39:31.000000000|2013-05-29 16:10:54|2013-03-29T14:09:49.000000000|6.1 (7601)||Windows 7 Professional|ENBODENIS
||10.10.0.4|||2013-03-31T14:00:56.000000000||2013-03-31T13:43:28.000000000||||10.10.0.4
Service Pack 1||ENAMDEV059|Ashraf Manco|ENAMDEV059.eastnets.com|2013-08-14T22:34:20.000000000||2013-04-01T08:18:13.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV059
Service Pack 1|12|LAPTOP||LAPTOP.eastnets.com|2013-04-08T11:57:49.000000000|2013-04-08 11:35:22|2013-04-08T08:10:42.000000000|6.1 (7601)||Windows 7 Professional|LAPTOP
|19|IBRAHIM-PC||IBRAHIM-PC.eastnets.com|2013-08-05T11:36:42.000000000|2013-07-01 21:22:27|2013-04-10T13:43:42.000000000|6.2 (9200)||Windows 8 Enterprise|IBRAHIM-PC
||ENAMVM001||ENAMVM001.eastnets.com|2013-08-19T06:34:15.000000000||2013-04-14T07:57:30.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMVM001
||ENAMVM002||ENAMVM002.eastnets.com|2013-07-25T12:09:26.000000000||2013-04-14T08:02:33.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMVM002
||ENAMVM007||ENAMVM007.eastnets.com|2013-05-15T14:25:28.000000000||2013-04-14T08:14:26.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMVM007
|58|ENAMVM004||ENAMVM004.eastnets.com|2013-08-15T15:24:27.000000000|2013-08-17 07:55:39|2013-04-14T08:22:23.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMVM004
||ENAMVM005||ENAMVM005.eastnets.com|2013-04-14T09:10:16.000000000||2013-04-14T08:40:15.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMVM005
||ENAMVM006||ENAMVM006.eastnets.com|2013-04-14T09:12:30.000000000||2013-04-14T08:58:57.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMVM006
Service Pack 1||ENEUTEST042013||ENEUTEST042013.eastnets.com|2013-07-01T10:04:52.000000000||2013-04-15T11:41:44.000000000|6.1 (7601)||Windows 7 Professional|ENEUTEST042013
Service Pack 1||ENEU0420132||ENEU0420132.eastnets.com|2013-08-04T01:06:43.000000000||2013-04-15T15:59:43.000000000|6.1 (7601)||Windows 7 Professional|ENEU0420132
Service Pack 1||ENANAS||ENANAS.eastnets.com|2013-08-06T11:34:27.000000000||2013-04-17T09:06:04.000000000|6.1 (7601)||Windows 7 Professional|ENANAS
Service Pack 1|33|ENDXBTOSHIBA||ENDXBTOSHIBA.eastnets.com|2013-08-05T06:51:22.000000000|2013-07-03 14:51:42|2013-04-18T07:47:04.000000000|6.1 (7601)||Windows 7 Enterprise|ENDXBTOSHIBA
||ORASWF64||ORASWF64.eastnets.com|2013-08-17T14:36:13.000000000||2013-04-18T11:44:39.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ORASWF64
Service Pack 1|7|WIN-8IM0RFFHP12||WIN-8IM0RFFHP12.eastnets.com|2013-07-25T12:04:37.000000000|2013-05-22 15:14:38|2013-04-19T12:06:56.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|WIN-8IM0RFFHP12
|3|CPLVM2||CPLVM2.eastnets.com|2013-04-21T12:10:12.000000000|2013-04-22 07:46:51|2013-04-21T12:02:12.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|CPLVM2
||SQLSWF321||SQLSWF321.eastnets.com|2013-06-14T20:07:07.000000000||2013-04-22T14:36:59.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|SQLSWF321
Service Pack 1||ENAMSP2013||ENAMSP2013.eastnets.com|2013-05-20T04:59:53.000000000||2013-04-25T14:22:09.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMSP2013
Service Pack 1||ENEENASLAP||ENEENASLAP.eastnets.com|2013-08-13T12:39:01.000000000||2013-04-28T06:34:56.000000000|6.1 (7601)||Windows 7 Enterprise N|ENEENASLAP
|8|BRUSSELS-DAG|Failover cluster virtual network name account|Brussels-dag.eastnets.com|2013-08-19T01:49:15.000000000|2013-07-12 01:17:26|2013-04-28T14:40:17.000000000||||BRUSSELS-DAG
Service Pack 3||ENEDEV003||ENEDEV003.eastnets.com|2013-08-13T12:39:01.000000000||2013-04-29T07:28:18.000000000|5.1 (2600)||Windows XP Professional|ENEDEV003
|20|ENAMVM008||ENAMVM008.eastnets.com|2013-07-28T11:49:37.000000000|2013-07-24 10:20:15|2013-04-29T09:38:05.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMVM008
Service Pack 1||ENAMSP2010||ENAMSP2010.eastnets.com|2013-08-16T00:24:37.000000000||2013-04-29T12:25:04.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMSP2010
||INVESTDAR||INVESTDAR.eastnets.com|2013-08-19T04:34:15.000000000||2013-04-29T14:48:38.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|INVESTDAR
Service Pack 1||ENAMDES002|Manar AbdeAlkarim|ENAMDES002.eastnets.com|2013-08-04T07:34:28.000000000||2013-04-30T08:19:15.000000000|6.1 (7601)||Windows 7 Professional|ENAMDES002
Service Pack 1||ENAMSW067|Wejdan Harahsheh|ENAMSW067.eastnets.com|2013-08-14T09:34:20.000000000||2013-04-30T08:42:40.000000000|6.1 (7601)||Windows 7 Professional|ENAMSW067
|0|ENAMVM0010||ENAMVM0010.eastnets.com|2013-05-01T14:18:54.000000000|0|2013-05-01T14:18:54.000000000||||ENAMVM0010
|38|DXB-AROUSAN||DXB-AROUSAN.eastnets.com|2013-08-13T16:35:54.000000000|2013-06-12 12:42:45|2013-05-02T07:28:30.000000000|6.2 (9200)||Windows 8 Enterprise|DXB-AROUSAN
Service Pack 1||ENAMSEC009|Tasneem Al-Adwan|ENAMSEC009.eastnets.com|2013-08-12T07:04:22.000000000||2013-05-05T10:03:37.000000000|6.1 (7601)||Windows 7 Professional|ENAMSEC009
|81|QADB2||QADB2.eastnets.com|2013-08-15T01:49:20.000000000|2013-08-19 17:39:08|2013-05-06T07:31:29.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|QADB2
Service Pack 1||ENAMSEC010||ENAMSEC010.eastnets.com|2013-08-12T06:19:22.000000000||2013-05-07T07:22:07.000000000|6.1 (7601)||Windows 7 Professional|ENAMSEC010
|38|SQLPRO2||SQLPRO2.eastnets.com|2013-08-12T11:09:32.000000000|2013-07-27 05:22:42|2013-05-07T12:11:12.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|SQLPRO2
Service Pack 1||ENAMQA012|Amal Bader|ENAMQA012.eastnets.com|2013-08-17T02:04:18.000000000||2013-05-14T07:47:54.000000000|6.1 (7601)||Windows 7 Professional|ENAMQA012
|56|ENAMVM003||ENAMVM003.eastnets.com|2013-08-15T15:34:21.000000000|2013-08-16 17:16:05|2013-05-16T07:55:50.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|ENAMVM003
||ENAMVM011||ENAMVM011.eastnets.com|2013-05-22T12:25:18.000000000||2013-05-22T12:20:53.000000000||||ENAMVM011
Service Pack 1||ENAMDEV112|Emad Aljundi|ENAMDEV112.eastnets.com|2013-08-13T12:39:01.000000000||2013-05-29T11:10:59.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV112
Service Pack 1|6|ENDXB-MSYED2||ENDXB-Msyed2.eastnets.com|2013-08-14T09:06:25.000000000|2013-07-16 08:49:16|2013-06-02T08:03:59.000000000|6.1 (7601)||Windows 7 Enterprise|ENDXB-MSYED2
Service Pack 1|30|BILLYEASTNETS||BILLYEASTNETS.eastnets.com|2013-08-14T05:06:13.000000000|2013-08-15 05:07:59|2013-06-03T05:48:53.000000000|6.1 (7601)||Windows 7 Professional|BILLYEASTNETS
|12|SEPA||SEPA.eastnets.com|2013-08-14T19:39:45.000000000|2013-06-23 23:36:32|2013-06-05T06:44:54.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|SEPA
||WAS8||WAS8.eastnets.com|2013-08-15T06:09:40.000000000||2013-06-05T13:02:44.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|WAS8
||ENAMTARINER01||ENAMTARINER01.eastnets.com|2013-07-18T08:24:35.000000000||2013-06-06T08:55:50.000000000|6.1 (7600)||Windows 7 Enterprise|ENAMTARINER01
Service Pack 1||ENAMTRAINER02||ENAMTRAINER02.eastnets.com|2013-07-31T09:06:38.000000000||2013-06-06T08:59:00.000000000|6.1 (7601)||Windows 7 Professional|ENAMTRAINER02
|15|QATESTING1||QATESTING1.eastnets.com|2013-08-16T21:24:39.000000000|2013-07-26 17:20:53|2013-06-16T11:48:17.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|QATESTING1
||QATESTING2||QATESTING2.eastnets.com|2013-08-05T17:54:39.000000000||2013-06-16T11:52:52.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|QATESTING2
Service Pack 1||REPORADB||REPORADB.eastnets.com|2013-07-27T13:04:35.000000000||2013-06-16T12:19:58.000000000|5.2 (3790)||Windows Server 2003|REPORADB
Service Pack 1||ENAMDEV121||ENAMDEV121.eastnets.com|2013-08-18T05:49:16.000000000||2013-06-16T12:34:36.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV121
||ENAMQABACKUP-PC||enamqabackup-PC.eastnets.com|2013-08-10T22:49:23.000000000||2013-06-19T12:16:19.000000000|6.1 (7600)||Windows 7 Professional|ENAMQABACKUP-PC
Service Pack 1||ENAMAHMED-PC||ENAMAHMED-PC.eastnets.com|2013-06-23T09:37:00.000000000||2013-06-23T09:27:20.000000000|6.1 (7601)||Windows 7 Professional|ENAMAHMED-PC
Service Pack 1||ENDXB-SALES||ENDXB-SALES.eastnets.com|2013-08-16T17:04:18.000000000||2013-06-26T09:58:32.000000000|6.0 (6001)||Windows Server® 2008 Enterprise|ENDXB-SALES
Service Pack 1||ENBEDE0005||ENBEDE0005.eastnets.com|2013-08-18T09:19:16.000000000||2013-06-26T11:18:44.000000000|6.1 (7601)||Windows 7 Professional|ENBEDE0005
Service Pack 2||ENBEPRINT01||enbeprint01.eastnets.com|2013-07-17T12:36:38.000000000||2013-06-26T15:21:47.000000000|5.2 (3790)||Windows Server 2003|ENBEPRINT01
Service Pack 1||ENAMQABACKUP2||ENAMQABACKUP2.eastnets.com|2013-08-19T06:06:15.000000000||2013-06-27T07:46:40.000000000|6.1 (7601)||Windows 7 Professional|ENAMQABACKUP2
Service Pack 1||ENPSSUPPORT-DR||ENPSSUPPORT-DR.eastnets.com|2013-08-09T14:54:37.000000000||2013-07-09T09:26:27.000000000|6.1 (7601)||Windows 7 Professional|ENPSSUPPORT-DR
||SWF34ORA||SWF34ORA.eastnets.com|2013-08-19T16:39:49.000000000||2013-07-10T10:36:50.000000000|6.1 (7600)||Windows Server 2008 R2 Enterprise|SWF34ORA
|7|ENDXB-MSAEED||ENDXB-MSAEED.eastnets.com|2013-08-18T05:34:16.000000000|2013-08-05 10:51:42|2013-07-16T09:37:21.000000000|6.2 (9200)||Windows 8 Enterprise|ENDXB-MSAEED
Service Pack 1||ENAMDEV114||ENAMDEV114.eastnets.com|2013-08-19T06:06:15.000000000||2013-07-17T09:36:34.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV114
Service Pack 1|3|ENDXB-GBAGCAT||ENDXB-GBAGCAT.eastnets.com|2013-07-30T07:48:52.000000000|2013-07-30 07:48:55|2013-07-17T09:42:24.000000000|6.1 (7601)||Windows 7 Enterprise|ENDXB-GBAGCAT
Service Pack 1||ENAMCRM2012||ENAMCRM2012.eastnets.com|2013-08-18T02:19:16.000000000||2013-07-18T11:49:30.000000000|6.1 (7601)||Windows Server 2008 R2 Enterprise|ENAMCRM2012
Service Pack 1||ENAMQABACKUP3||ENAMQABACKUP3.eastnets.com|2013-08-10T22:36:18.000000000||2013-07-21T12:05:04.000000000|6.1 (7601)||Windows 7 Professional|ENAMQABACKUP3
Service Pack 3||EN-DFAB199E1A52||en-dfab199e1a52.eastnets.com|2013-08-12T17:34:21.000000000||2013-07-23T14:14:23.000000000|5.1 (2600)||Windows XP Professional|EN-DFAB199E1A52
Service Pack 1||ENAMDEV122|suzan shaker|ENAMDEV122.eastnets.com|2013-08-14T11:24:38.000000000||2013-07-25T08:51:15.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV122
Service Pack 1||ENAMDEV004||ENAMDEV004.eastnets.com|2013-08-15T14:24:36.000000000||2013-07-30T11:21:27.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV004
Service Pack 1||ENAMDEV052||ENAMDEV052.eastnets.com|2013-07-30T13:36:06.000000000||2013-07-30T13:23:00.000000000|6.1 (7601)||Windows 7 Professional|ENAMDEV052
